freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NR,T,Y45-49,DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	58305 	58895 	60394 	61882 	63426 	65634 	66732 	66063 	64732 	63259 	61491 	60698 	60121 	60103 	60216 	59046 	57226 	55817 
A,NR,T,Y45-49,DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83275 	84263 	86043 	87972 	89704 	92011 	92453 	90802 	88636 	86327 	83856 	82843 	82306 	81760 	81906 	80536 	78651 	77381 
A,NR,T,Y45-49,DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83886 	84637 	86264 	88472 	90425 	93044 	93683 	92768 	91101 	89248 	87529 	87415 	87484 	87636 	88238 	86971 	85652 	84616 
A,NR,T,Y45-49,DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40498 	40937 	41502 	42382 	42844 	43512 	43421 	42541 	41290 	39894 	38400 	37793 	37209 	36909 	37078 	36761 	36099 	35704 
A,NR,T,Y45-49,EE	90162 	85478 	81810 	82618 	86880 	91842 	95114 	95947 	96172 	95423 	97270 	98270 	97870 	97650 	98120 	98060 	97540 	97550 	96840 	95340 	93670 	90780 	87785 	85332 	84690 	84232 b	85854 	87871 	90222 	91347 	91734 	91538 	91346 	93384 	94227 
A,NR,T,Y45-49,EE0	90162 	85478 	81810 	82618 	86880 	91842 	95114 	95947 	96172 	95423 	97270 	98270 	97870 	97650 	98120 	98060 	97540 	97550 	96840 	95340 	93670 	90780 	87785 	85332 	84690 	84232 b	85854 	87871 	90222 	91347 	91734 	91538 	91346 	93384 	94227 
A,NR,T,Y45-49,EE00	90162 	85478 	81810 	82618 	86880 	91842 	95114 	95947 	96172 	95423 	97270 	98270 	97870 	97650 	98120 	98060 	97540 	97550 	96840 	95340 	93670 	90780 	87785 	85332 	84690 	84232 b	85854 	87871 	90222 	91347 	91734 	91538 	91346 	93384 	94227 
A,NR,T,Y45-49,EFTA	716734 	749473 	789981 	815153 	832629 	837399 	839805 	826080 	820962 	818202 	821989 	828016 	844794 	858743 	873907 	890515 	906512 	921541 	942324 	968714 	994827 	1018412 	1039022 	1051794 	: 	1059572 	1054335 	1047146 	1038998 	1024654 	1012219 	1000005 	987188 	980997 	987068 
A,NR,T,Y45-49,EL	572305 	558699 	608031 	642963 	675981 	680502 	676315 	669592 	669574 	671483 	683452 	695520 	694829 	705317 	721326 	736233 	746031 	753597 	762033 	765162 	766777 	771387 	778229 	790197 	804167 	817301 	824606 	825444 	816889 	806053 	799716 	792873 	801593 b	802120 	803452 
A,NR,T,Y45-49,EL3	206129 	208746 	231874 	251228 	265283 	267241 	264092 	259316 	257968 	256859 	258927 	260909 	258704 	263334 	269755 	275523 	279551 	282539 	286176 	287795 	288278 	289176 	290323 	291958 	294401 	298222 	300376 	300726 	297924 	293741 	291279 	289321 	307819 b	309600 	311061 
A,NR,T,Y45-49,EL30	206129 	208746 	231874 	251228 	265283 	267241 	264092 	259316 	257968 	256859 	258927 	260909 	258704 	263334 	269755 	275523 	279551 	282539 	286176 	287795 	288278 	289176 	290323 	291958 	294401 	298222 	300376 	300726 	297924 	293741 	291279 	289321 	307819 b	309600 	311061 
A,NR,T,Y45-49,EL4	49987 	49192 	55156 	60278 	63619 	65232 	65881 	65226 	64740 	64471 	65412 	66416 	64648 	65759 	67840 	70039 	71686 	73258 	74589 	75677 	75856 	76816 	77916 	79481 	81407 	83799 	85547 	86895 	87253 	87115 	87165 	86859 	86647 b	87214 	87743 
A,NR,T,Y45-49,EL41	9186 	9229 	10443 	11569 	12329 	12289 	12024 	11537 	11125 	10993 	11157 	11365 	11352 	11575 	11922 	12165 	12460 	12636 	12773 	12909 	12887 	13045 	13121 	13184 	13268 	13439 	13481 	13631 	13677 	13690 	13709 	13402 	13442 b	13489 	13683 
A,NR,T,Y45-49,EL42	13371 	13311 	15608 	17412 	18757 	19769 	20429 	20249 	20364 	20376 	20692 	20983 	19419 	19741 	20413 	21059 	21560 	22072 	22265 	22510 	22590 	22709 	22924 	23190 	23659 	24085 	24614 	25084 	25342 	25432 	25588 	25555 	25724 b	25783 	25785 
A,NR,T,Y45-49,EL43	27430 	26652 	29105 	31297 	32533 	33174 	33428 	33440 	33251 	33102 	33563 	34068 	33877 	34443 	35505 	36815 	37666 	38550 	39551 	40258 	40379 	41062 	41871 	43107 	44480 	46275 	47452 	48180 	48234 	47993 	47868 	47902 	47481 b	47942 	48275 
A,NR,T,Y45-49,EL5	: 	159453 	170089 	173377 	180418 	180501 	179072 	178121 	179280 	181727 	186480 	191103 	195098 	197742 	201888 	205883 	208631 	210215 	212594 	213110 	214547 	216405 	219840 	225311 	230860 	233737 	234841 	233150 	229234 	225748 	224034 	221883 	217582 b	216715 	216130 
A,NR,T,Y45-49,EL51	: 	29451 	32102 	33360 	35097 	35544 	35175 	34658 	34679 	35245 	36315 	37354 	37104 	37529 	38214 	38918 	39276 	39752 	40010 	40267 	40248 	40550 	40740 	41538 	42198 	42550 	42592 	42500 	41709 	41181 	41082 	40772 	40112 b	40016 	40154 
A,NR,T,Y45-49,EL52	: 	98530 	104704 	106082 	110200 	109106 	107559 	106774 	107562 	108726 	111247 	113627 	117023 	118862 	121611 	124318 	126379 	127347 	129368 	130048 	131840 	133645 	136777 	140527 	144366 	146229 	146942 	145601 	143396 	141171 	139972 	138636 	136708 b	136269 	135891 
A,NR,T,Y45-49,EL53	: 	14509 	15147 	15007 	15304 	15479 	15707 	16009 	16365 	16904 	17862 	18737 	18846 	19266 	19813 	20147 	20396 	20584 	20742 	20671 	20715 	20736 	20806 	21203 	21551 	21535 	21368 	20974 	20265 	19695 	19428 	19074 	18343 b	17919 	17625 
A,NR,T,Y45-49,EL54	: 	16963 	18136 	18928 	19817 	20372 	20631 	20680 	20674 	20852 	21056 	21385 	22125 	22085 	22250 	22500 	22580 	22532 	22474 	22124 	21744 	21474 	21517 	22043 	22745 	23423 	23939 	24075 	23864 	23701 	23552 	23401 	22419 b	22511 	22460 
A,NR,T,Y45-49,EL6	: 	141308 	150912 	158080 	166661 	167528 	167270 	166929 	167586 	168426 	172633 	177092 	176379 	178482 	181843 	184788 	186163 	187585 	188674 	188580 	188096 	188990 	190150 	193447 	197499 	201543 	203842 	204673 	202478 	199449 	197238 	194810 	189545 b	188591 	188518 
A,NR,T,Y45-49,EL61	: 	42445 	45259 	46465 	48545 	47959 	47230 	46483 	46166 	46257 	47408 	48292 	46876 	47479 	48336 	49143 	49405 	49542 	49618 	49402 	49157 	49437 	49954 	51008 	52220 	53286 	53688 	53542 	52846 	52076 	51572 	50897 	50580 b	50487 	50636 
A,NR,T,Y45-49,EL62	: 	8593 	9629 	10362 	11383 	12114 	12245 	12353 	12511 	12685 	12956 	13312 	13380 	13628 	13983 	14351 	14577 	14820 	14902 	14833 	14859 	14840 	14910 	15183 	15472 	15582 	15740 	15766 	15529 	15307 	15177 	14987 	15382 b	15316 	15301 
A,NR,T,Y45-49,EL63	: 	32954 	35340 	37713 	40587 	41770 	42403 	42452 	42761 	42193 	42743 	43424 	42635 	43231 	44149 	44789 	45120 	45360 	45578 	45587 	45544 	45673 	45864 	46551 	47417 	48306 	48931 	49197 	48695 	47920 	47307 	46685 	46738 b	46386 	46121 
A,NR,T,Y45-49,EL64	: 	29744 	31462 	32664 	33625 	32839 	32223 	31870 	31926 	32381 	33641 	34995 	34936 	35428 	36174 	36682 	37013 	37227 	37503 	37596 	37626 	38090 	38461 	39301 	40331 	41453 	42023 	42452 	42133 	41588 	41130 	40632 	37637 b	37328 	37408 
A,NR,T,Y45-49,EL65	: 	27572 	29222 	30876 	32521 	32846 	33169 	33771 	34222 	34910 	35885 	37069 	38552 	38716 	39201 	39823 	40048 	40636 	41073 	41162 	40910 	40950 	40961 	41404 	42059 	42916 	43460 	43716 	43275 	42558 	42052 	41609 	39208 b	39074 	39052 
A,NR,T,Y45-49,ES	2163308 	2178990 	2262069 	2337807 	2397073 	2427642 	2413642 	2437889 	2476209 	2470892 	2489824 	2553304 	2631720 	2733994 	2848188 	2981319 	3107603 	3215986 	3307261 	3389584 	3480003 	3541523 	3610981 	3666891 	3688374 	3688811 	3711600 	3742332 	3770217 	3817465 	3889302 	3948606 	3998277 	4055364 	4099619 
A,NR,T,Y45-49,ES1	243724 	250831 	261862 	269671 	276588 	280778 	279670 	277738 	282206 	280852 	281367 	284776 	292570 	298751 	305620 	313316 	321198 	325072 	327396 	329447 	331024 	331034 	332940 	335593 	337357 	337956 	339153 	340699 	342511 	344671 	349654 	356128 	361992 	366362 	370248 
A,NR,T,Y45-49,ES11	158385 	161367 	167081 	169911 	172773 	174078 	172076 	169362 	171784 	170155 	169798 	171193 	175683 	178736 	182776 	187214 	192762 	195754 	197904 	199560 	201214 	201664 	203541 	206128 	208677 	210167 	211448 	212769 	214022 	215016 	218060 	222198 	226045 	229051 	231845 
A,NR,T,Y45-49,ES12	58517 	61704 	65485 	68969 	71460 	73121 	73081 	73163 	74377 	74447 	74900 	76238 	78452 	80251 	81661 	83306 	84537 	84639 	84540 	84553 	84496 	83773 	83394 	83121 	82327 	81304 	81004 	81430 	81676 	82375 	83593 	85057 	85826 	86497 	86875 
A,NR,T,Y45-49,ES13	26822 	27760 	29296 	30791 	32355 	33579 	34513 	35213 	36045 	36250 	36669 	37345 	38435 	39764 	41183 	42796 	43899 	44679 	44952 	45334 	45314 	45597 	46005 	46344 	46353 	46485 	46701 	46500 	46813 	47280 	48001 	48873 	50121 	50814 	51528 
A,NR,T,Y45-49,ES2	238824 	244658 	253487 	261564 	267526 	270768 	269019 	269265 	271764 	270462 	270344 	275024 	282596 	290691 	299353 	310828 	320202 	327425 	333703 	339691 	344752 	347488 	350783 	352818 	352159 	350541 	351580 	353556 	356216 	360390 	366822 	372360 	375638 	379295 	380913 
A,NR,T,Y45-49,ES21	126769 	130185 	135165 	140139 	143400 	144942 	143969 	143766 	144536 	143466 	142931 	144512 	147875 	151263 	154982 	160133 	163905 	166345 	168107 	170105 	171913 	173045 	174308 	174903 	173870 	172546 	172372 	173568 	175135 	177165 	180386 	182934 	184313 	185203 	185236 
A,NR,T,Y45-49,ES22	29733 	30963 	32184 	33344 	34200 	34945 	34646 	34869 	35236 	35133 	35254 	36025 	37091 	38307 	39478 	40966 	42301 	43652 	44862 	46225 	47510 	48408 	49309 	49881 	50173 	50471 	51083 	51551 	51939 	52727 	53520 	54342 	54995 	55908 	56195 
A,NR,T,Y45-49,ES23	15050 	15302 	15745 	16174 	16491 	16754 	16727 	16892 	17123 	17172 	17335 	17787 	18464 	19499 	20291 	21402 	22344 	23010 	23598 	24052 	24202 	24215 	24294 	24494 	24450 	24453 	24632 	24819 	24957 	25321 	25796 	26365 	26846 	27202 	27596 
A,NR,T,Y45-49,ES24	67272 	68208 	70393 	71907 	73435 	74127 	73677 	73738 	74869 	74691 	74824 	76700 	79166 	81622 	84602 	88327 	91652 	94418 	97136 	99309 	101127 	101820 	102872 	103540 	103666 	103071 	103493 	103618 	104185 	105177 	107120 	108719 	109484 	110982 	111886 
A,NR,T,Y45-49,ES3	299635 	301154 	313763 	325782 	335070 	338915 	337565 	340715 	343535 	340448 	340868 	348122 	359066 	373811 	388427 	404951 	419977 	434580 	448994 	462752 	477233 	487712 	499373 	507817 	512310 	515593 	522021 	531683 	540984 	553184 	569141 	580703 	589166 	597127 	604339 
A,NR,T,Y45-49,ES30	299635 	301154 	313763 	325782 	335070 	338915 	337565 	340715 	343535 	340448 	340868 	348122 	359066 	373811 	388427 	404951 	419977 	434580 	448994 	462752 	477233 	487712 	499373 	507817 	512310 	515593 	522021 	531683 	540984 	553184 	569141 	580703 	589166 	597127 	604339 
A,NR,T,Y45-49,ES4	271633 	268459 	275522 	281761 	286611 	288950 	289149 	293728 	299652 	299634 	302594 	310248 	321919 	336248 	352966 	372735 	392461 	408285 	421150 	430891 	439955 	443816 	447193 	448549 	446563 	441777 	437657 	434883 	430538 	428403 	428565 	430376 	433663 	437171 	440468 
A,NR,T,Y45-49,ES41	136111 	137506 	140038 	142628 	145231 	146739 	146619 	147996 	150394 	150024 	151125 	154232 	159732 	165885 	171749 	178717 	185081 	189527 	193331 	196039 	198263 	198909 	199031 	198334 	196312 	193847 	191015 	189336 	186769 	185312 	184436 	184362 	184988 	185828 	186654 
A,NR,T,Y45-49,ES42	83098 	79161 	81856 	84287 	86264 	87589 	88595 	90400 	92750 	92942 	94103 	96642 	100990 	106749 	114077 	122632 	131612 	139617 	145641 	150637 	155079 	157540 	160100 	162058 	162575 	161832 	161866 	161802 	161093 	161337 	162976 	165107 	168020 	171259 	173931 
A,NR,T,Y45-49,ES43	52424 	51792 	53628 	54846 	55116 	54622 	53935 	55332 	56508 	56668 	57366 	59374 	61197 	63614 	67140 	71386 	75768 	79141 	82178 	84215 	86613 	87367 	88062 	88157 	87676 	86098 	84776 	83745 	82676 	81754 	81153 	80907 	80655 	80084 	79883 
A,NR,T,Y45-49,ES5	620694 	618982 	643797 	668903 	689350 	698942 	696056 	703159 	713115 	708441 	712926 	729164 	747543 	776045 	809762 	848304 	882950 	915164 	942755 	964515 	989379 	1008346 	1030932 	1048809 	1057366 	1060349 	1073680 	1089096 	1104968 	1127846 	1159266 	1183620 	1202555 	1228688 	1247901 
A,NR,T,Y45-49,ES51	362509 	363922 	377936 	393284 	404553 	409200 	404926 	407947 	411159 	407018 	408193 	416343 	425500 	439444 	455304 	473007 	488654 	502897 	515574 	526039 	539470 	550536 	562813 	571928 	576388 	577880 	586222 	595558 	606332 	621458 	640115 	655549 	665429 	677957 	685470 
A,NR,T,Y45-49,ES52	218353 	214056 	222484 	230384 	237596 	241623 	242344 	245602 	250827 	250141 	252181 	258575 	265925 	277893 	292784 	310664 	325910 	340574 	352312 	360599 	368999 	374921 	382673 	389582 	392653 	393278 	396735 	400499 	402974 	408128 	417687 	424544 	432592 	444288 	454329 
A,NR,T,Y45-49,ES53	39832 	41004 	43377 	45235 	47201 	48119 	48786 	49610 	51129 	51282 	52552 	54246 	56118 	58708 	61674 	64633 	68386 	71693 	74869 	77877 	80910 	82889 	85446 	87299 	88325 	89191 	90723 	93039 	95662 	98260 	101464 	103527 	104534 	106443 	108102 
A,NR,T,Y45-49,ES6	409947 	413895 	429540 	444718 	454550 	460084 	452221 	460933 	470586 	473000 	481001 	501646 	519802 	544905 	572895 	605985 	638440 	665523 	685093 	705988 	732739 	751613 	772335 	792009 	799268 	797914 	800862 	802685 	802273 	806204 	816511 	826783 	838205 	850807 	861050 
A,NR,T,Y45-49,ES61	352703 	356755 	369987 	382729 	389838 	394087 	386512 	393893 	401640 	403240 	409553 	427565 	443122 	463624 	486812 	513938 	540514 	562224 	578510 	595650 	618339 	633743 	650404 	666425 	671782 	669808 	671360 	672368 	671513 	674047 	681772 	689956 	698964 	708758 	716153 
A,NR,T,Y45-49,ES62	51338 	51260 	53582 	55995 	58672 	59889 	59587 	60826 	62403 	62927 	64267 	66422 	68569 	72744 	77127 	82612 	87853 	92815 	95859 	99370 	102951 	106191 	109777 	113304 	115233 	116115 	117504 	118380 	118821 	120266 	122912 	124873 	127455 	130153 	132674 
A,NR,T,Y45-49,ES63	3386 	3334 	3370 	3380 	3395 	3419 	3391 	3384 	3507 	3644 	3792 	3992 	4208 	4406 	4604 	4839 	5121 	5377 	5510 	5667 	6011 	6081 	6264 	6291 	6248 	6032 	6082 	6059 	6125 	6153 	6156 	6242 	6233 	6178 	6288 
A,NR,T,Y45-49,ES64	2520 	2546 	2601 	2614 	2645 	2689 	2731 	2830 	3036 	3189 	3389 	3667 	3903 	4131 	4352 	4596 	4952 	5107 	5214 	5301 	5438 	5598 	5890 	5989 	6005 	5959 	5916 	5878 	5814 	5738 	5671 	5712 	5553 	5718 	5935 
A,NR,T,Y45-49,ES7	78851 	81011 	84098 	85408 	87378 	89205 	89962 	92351 	95351 	98055 	100724 	104324 	108224 	113543 	119165 	125200 	132375 	139937 	148170 	156300 	164921 	171514 	177425 	181296 	183351 	184681 	186647 	189730 	192727 	196767 	199343 	198636 	197058 	195914 	194700 
A,NR,T,Y45-49,ES70	78851 	81011 	84098 	85408 	87378 	89205 	89962 	92351 	95351 	98055 	100724 	104324 	108224 	113543 	119165 	125200 	132375 	139937 	148170 	156300 	164921 	171514 	177425 	181296 	183351 	184681 	186647 	189730 	192727 	196767 	199343 	198636 	197058 	195914 	194700 
A,NR,T,Y45-49,EU27_2007	27874520 	27393780 b	28159238 	29334979 	30410367 	31382239 	32662307 	32944162 	33137450 	33115579 	33206361 	33395117 	33713255 	34064234 	34485320 	34913343 	35227290 	35630529 	35882454 	36256232 	36743297 	36922141 b	37106995 	37384521 	37554370 b	37337392 be	37202240 be	37045681 be	36665726 e	36232868 b	: 	: 	: 	: 	: 
A,NR,T,Y45-49,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29975777 	30270743 	30562683 	30906650 	31242536 	31446147 	31735672 	31878087 	32138075 	32511785 	32605768 	32742428 	33000294 	33105690 be	32976105 be	32856105 be	32719003 be	32387963 e	32036108 b	31832741 e	31572873 bep	31374482 ep	31358798 bep	: 
A,NR,T,Y45-49,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33721064 	34047336 	34397818 	34818140 	35244090 	35555122 	35954592 	36204517 	36574176 	37055194 	37231169 b	37413040 	37686420 	: 	37627785 be	37481054 be	37316043 be	36929476 e	36493347 b	: 	: 	: 	: 	: 
A,NR,T,Y45-49,FI	297913 	325282 	341453 	381240 	409135 	431795 	436449 	428832 	421934 	411958 	404445 	399427 	398557 	393036 	387053 	382724 	379095 	375319 	374364 	377979 	378341 	377077 	375591.0 	373298.0 	368266 	359317 	350369 	339818 	327889 	315578 	314373 	317890 	325423 	334702 	347252 
A,NR,T,Y45-49,FI1	296380.0 	323599.0 	339615.0 	379301.0 	407079.0 	429688.0 	434397.0 	426840.0 	419955.0 	409972.0 	402441.0 	397421.0 	396574.0 	391091.0 	385159.0 	380870.0 	377218.0 	373456.0 	372476.0 	376080.0 	376417.0 	375092.0 	373542.0 	371175.0 	366086 	357170 	348295 	337740 	325912 	313622 	312424 	315928 	323451 	332766 	345335 
A,NR,T,Y45-49,FI19	75382.0 	82060.0 	86293.0 	96241.0 	103573.0 	109620.0 	110907.0 	108748.0 	106858.0 	104017.0 	101775.0 	99995.0 	99411.0 	97648.0 	95710.0 	94364.0 	93161.0 	91969.0 	91315.0 	91832.0 	91446.0 	90736.0 	90103.0 	89346.0 	87961 	86054 	84328 	81953 	79300 	76494 	76026 	76629 	78417 	80470 	83433 
A,NR,T,Y45-49,FI1B	81166.0 	89748.0 	95455.0 	105986.0 	112905.0 	117449.0 	116840.0 	113262.0 	110343.0 	107147.0 	105001.0 	103909.0 	104413.0 	104071.0 	103655.0 	103768.0 	104171.0 	104868.0 	106532.0 	109619.0 	112135.0 	113922.0 	115341.0 	116501.0 	116468 	114393 	112437 	109878 	106946 	103968 	104935 	107403 	110718 	114834 	119624 
A,NR,T,Y45-49,FI1C	67644.0 	74033.0 	77736.0 	87291.0 	93925.0 	98802.0 	99713.0 	97668.0 	95474.0 	92410.0 	90195.0 	88351.0 	87535.0 	85627.0 	84001.0 	82593.0 	81608.0 	80416.0 	80018.0 	80691.0 	80779.0 	80571.0 	80477.0 	80170.0 	79212 	77357 	75176 	72805 	69867 	66471 	65599 	65820 	66737 	68280 	70578 
A,NR,T,Y45-49,FI1D	72188.0 	77758.0 	80131.0 	89783.0 	96676.0 	103817.0 	106937.0 	107162.0 	107280.0 	106398.0 	105470.0 	105166.0 	105215.0 	103745.0 	101793.0 	100145.0 	98278.0 	96203.0 	94611.0 	93938.0 	92057.0 	89863.0 	87621.0 	85158.0 	82445 	79366 	76354 	73104 	69799 	66689 	65864 	66076 	67579 	69182 	71700 
A,NR,T,Y45-49,FI2	1533.0 	1683.0 	1838.0 	1939.0 	2056.0 	2107.0 	2052.0 	1992.0 	1979.0 	1986.0 	2004.0 	2006.0 	1983.0 	1945.0 	1894.0 	1854.0 	1877.0 	1863.0 	1888.0 	1899.0 	1924.0 	1985.0 	2049.0 	2123.0 	2180 	2147 	2074 	2078 	1977 	1956 	1949 	1962 	1972 	1936 	1917 
A,NR,T,Y45-49,FI20	1533.0 	1683.0 	1838.0 	1939.0 	2056.0 	2107.0 	2052.0 	1992.0 	1979.0 	1986.0 	2004.0 	2006.0 	1983.0 	1945.0 	1894.0 	1854.0 	1877.0 	1863.0 	1888.0 	1899.0 	1924.0 	1985.0 	2049.0 	2123.0 	2180 	2147 	2074 	2078 	1977 	1956 	1949 	1962 	1972 	1936 	1917 
A,NR,T,Y45-49,FR	2871110 	2950250 	3254980 	3542267 	3800825 	4042100 	4283085 	4294099 	4277328 	4332017 	4321255 	4297440 	4310011 	4313266 	4328322 	4350392 	4377223 	4407781 	4423951 	4469278 	4507489 	4530811 	4551636 	4548225 	4535795 	4508550 	4496777 	4505491 	4546390 	4574371 	4535920 	4459449 	4347593 	4241845 p	4161310 p
A,NR,T,Y45-49,FR1	610219 	623072 	678923 	730231 	774241 	809483 	844556 	835285 	820318 	803796 	792544 	781278 	779655 	776620 	777788 	783187 	790532 	794844 	801262 	813132 	823241 	829582 	835343 	832914 	829214 	823259 	821073 	826175 	834772 	845648 	843672 	836796 	825866 	814298 p	807434 p
A,NR,T,Y45-49,FR10	610219 	623072 	678923 	730231 	774241 	809483 	844556 	835285 	820318 	803796 	792544 	781278 	779655 	776620 	777788 	783187 	790532 	794844 	801262 	813132 	823241 	829582 	835343 	832914 	829214 	823259 	821073 	826175 	834772 	845648 	843672 	836796 	825866 	814298 p	807434 p
A,NR,T,Y45-49,FRB	115108 	119292 	132666 	145944 	157704 	168892 	179785 	180969 	181074 	178658 	177733 	176249 	176219 	175556 	175500 	175603 	175681 	174762 	173857 	174212 	174299 	174532 	175194 	176055 	175418 	174883 	174115 	174282 	175618 	175403 	172952 	168555 	162432 	156663 p	152024 p
A,NR,T,Y45-49,FRB0	115108 	119292 	132666 	145944 	157704 	168892 	179785 	180969 	181074 	178658 	177733 	176249 	176219 	175556 	175500 	175603 	175681 	174762 	173857 	174212 	174299 	174532 	175194 	176055 	175418 	174883 	174115 	174282 	175618 	175403 	172952 	168555 	162432 	156663 p	152024 p
A,NR,T,Y45-49,FRC	132172 	135916 	150683 	164839 	178377 	190870 	202201 	203310 	202131 	199430 	198031 	195954 	195426 	194736 	194304 	193955 	194049 	194157 	193009 	193490 	193150 	192819 	192938 	192370 	191340 	189699 	188387 	187988 	188615 	188245 	185504 	180268 	173492 	167892 p	162781 p
A,NR,T,Y45-49,FRC1	77218 	79214 	87985 	96605 	104651 	112386 	119685 	120726 	120149 	119034 	118141 	116691 	116225 	115738 	115024 	114645 	114456 	114053 	113358 	113485 	112733 	112127 	112184 	111536 	110607 	109454 	108495 	108108 	108355 	107989 	106310 	103038 	99220 	95992 p	92615 p
A,NR,T,Y45-49,FRC2	54954 	56702 	62698 	68234 	73726 	78484 	82516 	82584 	81982 	80396 	79890 	79263 	79201 	78998 	79280 	79310 	79593 	80104 	79651 	80005 	80417 	80692 	80754 	80834 	80733 	80245 	79892 	79880 	80260 	80256 	79194 	77230 	74272 	71900 p	70166 p
A,NR,T,Y45-49,FRD	143395 	148126 	166679 	184754 	201075 	217126 	231622 	233518 	234648 	233375 	232924 	232393 	232277 	231394 	230855 	230167 	229652 	229573 	228004 	228512 	228124 	227342 	226942 	226044 	223808 	222112 	220224 	219823 	221109 	221243 	217671 	212810 	205806 	198331 p	192635 p
